file,parameter,value,expected_value,status,used_by_current_pipeline,action_needed
configs/config_v31zv_000A1m_waves0_scatter001.in,alpha,0.5,0.5,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,parity,-1,-1,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,waves_vec_1,0,0 1,FAIL,no,leave archival/test config unchanged
configs/config_v31zv_000A1m_waves0_scatter001.in,waves_vec_2,0,0,PASS,no,none
configs/config_v31zv_000A1m_waves0_scatter001.in,scatter1_00,0.01,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v31zv_000A1m_waves0_scatter001.in,scatter1_10,<missing>,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v31zv_000A1m_waves0_scatter001.in,scatter2_00,0.01,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p010.in,xi,1.0,3.444,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p010.in,atmK,1.0,0.09698,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p010.in,atmpi,0.5,0.06906,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p010.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,alpha,0.5,0.5,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,parity,-1,-1,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,waves_vec_2,0,0,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p010.in,scatter1_00,0.01,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p010.in,scatter1_10,0.10,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p010.in,scatter2_00,0.01,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p100.in,xi,1.0,3.444,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p100.in,atmK,1.0,0.09698,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p100.in,atmpi,0.5,0.06906,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p100.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,alpha,0.5,0.5,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,parity,-1,-1,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,waves_vec_2,0,0,PASS,no,none
configs/config_v31zw_110A2_waves01_scatter1p100.in,scatter1_00,0.01,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p100.in,scatter1_10,1.00,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v31zw_110A2_waves01_scatter1p100.in,scatter2_00,0.01,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p010.in,xi,1.0,3.444,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p010.in,atmK,1.0,0.09698,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p010.in,atmpi,0.5,0.06906,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p010.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,parity,-1,-1,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p010.in,scatter1_00,0.01,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p010.in,scatter1_10,0.10,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p010.in,scatter2_00,0.01,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p100.in,xi,1.0,3.444,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p100.in,atmK,1.0,0.09698,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p100.in,atmpi,0.5,0.06906,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p100.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,parity,-1,-1,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32_110A2_waves01_scatter1p100.in,scatter1_00,0.01,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p100.in,scatter1_10,1.00,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v32_110A2_waves01_scatter1p100.in,scatter2_00,0.01,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p010.in,xi,1.0,3.444,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p010.in,atmK,1.0,0.09698,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p010.in,atmpi,0.5,0.06906,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p010.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,parity,-1,-1,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p010.in,scatter1_00,0.01,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p010.in,scatter1_10,0.10,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p010.in,scatter2_00,0.01,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p100.in,xi,1.0,3.444,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p100.in,atmK,1.0,0.09698,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p100.in,atmpi,0.5,0.06906,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p100.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,parity,-1,-1,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32b_110A2_waves01_scatter1p100.in,scatter1_00,0.01,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p100.in,scatter1_10,1.00,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v32b_110A2_waves01_scatter1p100.in,scatter2_00,0.01,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v32d_110A2_latticeM_splusp_fixed.in,xi,3.444,3.444,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,parity,-1,-1,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32d_110A2_latticeM_splusp_fixed.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,xi,3.444,3.444,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,parity,-1,-1,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32f_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,xi,3.444,3.444,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,parity,-1,-1,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32f_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,xi,3.444,3.444,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,parity,-1,-1,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32j_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,xi,3.444,3.444,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,parity,-1,-1,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32j_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,xi,3.444,3.444,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,parity,-1,-1,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32l_K3df_fit_fullF3inv_QCfull_cached_classifier.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,xi,3.444,3.444,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,parity,-1,-1,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32l_fixed_K3df_spectrum_fullF3inv_QCfull.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,xi,3.444,3.444,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,epsilon_h,0.0,0.0,PASS,no,none
