file,parameter,value,expected_value,status,used_by_current_pipeline,action_needed
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,parity,-1,-1,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32m_K3df_fit_fullF3inv_QCfull_oldclassifier.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,xi,3.444,3.444,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,parity,-1,-1,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32n_defaultK3df_QC_cache_plot.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,xi,3.444,3.444,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,max_shell_num,20.0,20,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,tolerance,1.0e-12,1e-12,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,parity,-1,-1,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,norm_tol,1.0e-12,1e-12,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,proj_tol,1.0e-10,1e-10,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32q_F3inv_QC_4panel_K3df1em5_L20ensemble_audit.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,xi,3.444,3.444,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,max_shell_num,20,20,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,parity,-1,-1,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32s_projF3inv_norm_refine_v2_Enlab.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,xi,3.444,3.444,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,max_shell_num,20,20,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,parity,-1,-1,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32t_projF3inv_norm_refine_v2_oneShoulder_Enlab.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,xi,3.444,3.444,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,max_shell_num,20,20,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,parity,-1,-1,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32u_QC_fitter_norm_refine_v2.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,xi,3.444,3.444,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,max_shell_num,20,20,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,parity,-1,-1,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32v_QC_fitter_norm_refine_v2.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,xi,3.444,3.444,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,max_shell_num,20,20,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,parity,-1,-1,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,xi,3.444,3.444,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,max_shell_num,20,20,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,parity,-1,-1,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32w_QC_fitter_norm_refine_v2_fixedcoarse_run.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,xi,3.444,3.444,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,max_shell_num,20,20,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,parity,-1,-1,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32x_multiL_QC_fitter.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,xi,3.444,3.444,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,max_shell_num,20,20,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,parity,-1,-1,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32x_multiL_QC_fitter_smoke.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,xi,3.444,3.444,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,alpha,0.5,0.5,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,max_shell_num,20,20,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,parity,-1,-1,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,waves_vec_2,0,0,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v32x_multiL_QC_spectrum_only.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,xi,3.444,3.444,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,atmK,0.09698,0.09698,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,atmpi,0.06906,0.06906,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,eta_1,1.0,1.0,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,eta_2,0.5,0.5,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,alpha,0.5,0.5,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,epsilon_h,0.0,0.0,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,max_shell_num,20,20,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,tolerance,1e-12,1e-12,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,parity,-1,-1,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,eig_tol,0.05,0.05,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,norm_tol,1e-12,1e-12,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,proj_tol,1e-10,1e-10,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,waves_vec_1,0 1,0 1,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,waves_vec_2,0,0,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,scatter1_00,4.04,4.04,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,scatter1_10,-43.2,-43.2,PASS,no,none
configs/config_v33a_multiL_QC_fitter_coarse20000_v3.in,scatter2_00,4.12,4.12,PASS,no,none
configs/config_v33f_F3inv_iso_visual_test.in,xi,3.444,3.444,PASS,no,none
configs/config_v33f_F3inv_iso_visual_test.in,atmK,<missing>,0.09698,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,atmpi,<missing>,0.06906,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,eta_1,<missing>,1.0,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,eta_2,<missing>,0.5,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,alpha,<missing>,0.5,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,epsilon_h,<missing>,0.0,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,max_shell_num,<missing>,20,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,tolerance,<missing>,1e-12,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,parity,<missing>,-1,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,eig_tol,<missing>,0.05,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,norm_tol,<missing>,1e-12,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,proj_tol,<missing>,1e-10,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,waves_vec_1,<missing>,0 1,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,waves_vec_2,<missing>,0,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,scatter1_00,<missing>,4.04,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,scatter1_10,<missing>,-43.2,FAIL,no,leave archival/test config unchanged
configs/config_v33f_F3inv_iso_visual_test.in,scatter2_00,<missing>,4.12,FAIL,no,leave archival/test config unchanged
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,parity,-1,-1,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33f_QC_spectrum_generator_v33e_v3.in,scatter2_00,4.12,4.12,PASS,yes,none
