row_index,Ecm,Nproj,det_grid_real,det_grid_imag,local_det_real,local_det_imag,sign_grid,sign_local,in_original_bracket,in_hot_window,dimension_jump_flag
1052,0.26819719485974297,5,2.7412213681047922e-19,-0,2.7195611430364328e-19,-0,1,1,false,false,false
1053,0.2682020401020051,5,2.7302748646521196e-19,-0,2.7086895243345995e-19,-0,1,1,false,false,false
1054,0.26820688534426723,5,2.7193191099392261e-19,-0,2.6978087467255527e-19,-0,1,1,false,false,false
1055,0.26821173058652931,5,2.7083541333036028e-19,-0,2.6869188393030761e-19,-0,1,1,false,false,false
1056,0.26821657582879144,5,2.6973799639842071e-19,-0,2.676019831062921e-19,-0,1,1,false,false,false
1057,0.26822142107105357,5,2.6863966311224724e-19,-0,2.6651117509038227e-19,-0,1,1,false,false,false
1058,0.26822626631331564,5,2.6754041637621931e-19,-0,2.6541946276273686e-19,-0,1,1,false,false,false
1059,0.26823111155557777,5,2.6644025908492531e-19,-0,2.6432684899377265e-19,-0,1,1,false,false,false
1060,0.2682359567978399,5,2.6533919412328389e-19,-0,2.6323333664428809e-19,-0,1,1,false,false,false
1061,0.26824080204010203,5,2.6423722436650287e-19,-0,2.6213892856541959e-19,-0,1,1,false,false,false
1062,0.26824564728236411,5,2.6313435268012342e-19,-0,2.6104362759868682e-19,-0,1,1,false,false,false
1063,0.26825049252462624,5,2.6203058191999022e-19,-0,2.5994743657596198e-19,-0,1,1,false,false,false
1064,0.26825533776688837,5,2.6092591493236323e-19,-0,2.5885035831958246e-19,-0,1,1,false,false,false
1065,0.26826018300915044,5,2.5982035455391251e-19,-0,2.577523956423454e-19,-0,1,1,false,false,false
1066,0.26826502825141257,5,2.587139036116566e-19,-0,2.5665355134744582e-19,-0,1,1,false,false,false
1067,0.2682698734936747,5,2.5760656492310717e-19,-0,2.5555382822862037e-19,-0,1,1,false,false,false
1068,0.26827471873593678,5,2.5649834129623519e-19,-0,2.5445322907011476e-19,-0,1,1,false,false,false
1069,0.26827956397819891,5,2.553892355294674e-19,-0,2.5335175664668035e-19,-0,1,1,false,false,false
1070,0.26828440922046104,5,2.5427925041175909e-19,-0,2.5224941372364477e-19,-0,1,1,false,false,false
1071,0.26828925446272311,5,2.531683887226048e-19,-0,2.5114620305692445e-19,-0,1,1,false,false,false
1072,0.26829409970498524,5,2.52056653232009e-19,-0,2.5004212739299541e-19,-0,1,1,false,false,false
1073,0.26829894494724738,5,2.5094404670059611e-19,-0,2.4893718946900171e-19,-0,1,1,false,false,false
1074,0.26830379018950945,5,2.4983057187957269e-19,-0,2.4783139201271809e-19,-0,1,1,false,false,false
1075,0.26830863543177158,5,2.4871623151074092e-19,-0,2.467247377425651e-19,-0,1,1,false,false,false
1076,0.26831348067403371,5,2.4760102832658266e-19,-0,2.4561722936768971e-19,-0,1,1,false,false,false
1077,0.26831832591629584,5,2.464849650502234e-19,-0,2.4450886958793274e-19,-0,1,1,false,false,false
1078,0.26832317115855792,5,2.4536804439548517e-19,-0,2.4339966109387945e-19,-0,1,1,false,false,false
1079,0.26832801640082005,5,2.4425026906687217e-19,-0,2.4228960656684502e-19,-0,1,1,false,false,false
1080,0.26833286164308218,5,2.4313164175964927e-19,-0,2.4117870867895535e-19,-0,1,1,false,false,false
1081,0.26833770688534425,5,2.4201216515984388e-19,-0,2.4006697009314564e-19,-0,1,1,false,false,false
1082,0.26834255212760638,5,2.408918419442072e-19,-0,2.3895439346312397e-19,-0,1,1,false,false,false
1083,0.26834739736986851,5,2.3977067478033361e-19,-0,2.3784098143348973e-19,-0,1,1,false,false,false
1084,0.26835224261213059,5,2.3864866632663573e-19,-0,2.3672673663970779e-19,-0,1,1,false,false,false
1085,0.26835708785439272,5,2.3752581923233714e-19,-0,2.3561166170810406e-19,-0,1,1,false,false,false
1086,0.26836193309665485,5,2.3640213613755236e-19,-0,2.3449575925594116e-19,-0,1,1,false,false,false
1087,0.26836677833891692,5,2.3527761967328791e-19,-0,2.3337903189142233e-19,-0,1,1,false,false,false
1088,0.26837162358117905,5,2.3415227246141873e-19,-0,2.3226148221366793e-19,-0,1,1,false,false,false
1089,0.26837646882344118,5,2.3302609711478581e-19,-0,2.3114311281281132e-19,-0,1,1,false,false,false
1090,0.26838131406570326,5,2.3189909623718912e-19,-0,2.30023926269992e-19,-0,1,1,false,false,false
1091,0.26838615930796539,5,2.3077127242335253e-19,-0,2.2890392515732232e-19,-0,1,1,false,false,false
1092,0.26839100455022752,5,2.2964262825904373e-19,-0,2.2778311203800538e-19,-0,1,1,false,false,false
1093,0.26839584979248965,5,2.2851316632102718e-19,-0,2.2666148946628808e-19,-0,1,1,false,false,false
1094,0.26840069503475172,5,2.2738288917712688e-19,-0,2.2553905998752484e-19,-0,1,1,false,false,false
1095,0.26840554027701385,5,2.2625179938618622e-19,-0,2.2441582613813675e-19,-0,1,1,false,false,false
1096,0.26841038551927598,5,2.2511989949816389e-19,-0,2.2329179044570695e-19,-0,1,1,false,false,false
1097,0.26841523076153806,5,2.2398719205413148e-19,-0,2.2216695542897982e-19,-0,1,1,false,false,false
1098,0.26842007600380019,5,2.2285367958624443e-19,-0,2.2104132359782933e-19,-0,1,1,false,false,false
1099,0.26842492124606232,5,2.2171936461783824e-19,-0,2.1991489745335752e-19,-0,1,1,false,false,false
1100,0.2684297664883244,5,2.2058424966343189e-19,-0,2.1878767948789626e-19,-0,1,1,false,false,false
1101,0.26843461173058653,5,2.1944833722867916e-19,-0,2.1765967218495977e-19,-0,1,1,false,false,false
1102,0.26843945697284866,5,2.1831162981049776e-19,-0,2.1653087801937237e-19,-0,1,1,false,false,false
1103,0.26844430221511073,5,2.1717412989703112e-19,-0,2.1540129945723156e-19,-0,1,1,false,false,false
1104,0.26844914745737286,5,2.1603583996763999e-19,-0,2.1427093895589836e-19,-0,1,1,false,false,false
1105,0.26845399269963499,5,2.1489676249300262e-19,-0,2.1313979896409812e-19,-0,1,1,false,false,false
1106,0.26845883794189712,5,2.1375689993508115e-19,-0,2.1200788192188639e-19,-0,1,1,false,false,false
1107,0.2684636831841592,5,2.126162547471692e-19,-0,2.1087519026069669e-19,-0,1,1,false,false,false
1108,0.26846852842642133,5,2.114748293738622e-19,-0,2.0974172640331117e-19,-0,1,1,false,false,false
1109,0.26847337366868346,5,2.1033262625115291e-19,-0,2.0860749276395532e-19,-0,1,1,false,false,false
1110,0.26847821891094553,5,2.0918964780642124e-19,-0,2.074724917482875e-19,-0,1,1,false,false,false
1111,0.26848306415320766,5,2.080458964584093e-19,-0,2.0633672575337613e-19,-0,1,1,false,false,false
1112,0.26848790939546979,5,2.0690137461732305e-19,-0,2.0520019716779785e-19,-0,1,1,false,false,false
1113,0.26849275463773187,5,2.0575608468481447e-19,-0,2.0406290837162187e-19,-0,1,1,false,false,false
1114,0.268497599879994,5,2.0461002905396639e-19,-0,2.0292486173639445e-19,-0,1,1,false,false,false
1115,0.26850244512225613,5,2.0346321010938195e-19,-0,2.0178605962522829e-19,-0,1,1,false,false,false
1116,0.2685072903645182,5,2.0231563022718132e-19,-0,2.0064650439279811e-19,-0,1,1,false,false,false
1117,0.26851213560678033,5,2.0116729177496963e-19,-0,1.9950619838531013e-19,-0,1,1,false,false,false
1118,0.26851698084904246,5,2.0001819711194152e-19,-0,1.9836514394060572e-19,-0,1,1,false,false,false
1119,0.26852182609130454,5,1.9886834858887453e-19,-0,1.9722334338815379e-19,-0,1,1,false,false,false
1120,0.26852667133356667,5,1.9771774854808166e-19,-0,1.9608079904900551e-19,-0,1,1,false,false,false
1121,0.2685315165758288,5,1.9656639932354574e-19,-0,1.9493751323592664e-19,-0,1,1,false,false,false
1122,0.26853636181809093,5,1.9541430324085642e-19,-0,1.9379348825333527e-19,-0,1,1,false,false,false
1123,0.268541207060353,5,1.9426146261727973e-19,-0,1.926487263973712e-19,-0,1,1,false,false,false
1124,0.26854605230261513,5,1.9310787976171601e-19,-0,1.9150322995585341e-19,-0,1,1,false,false,false
1125,0.26855089754487727,5,1.9195355697479948e-19,-0,1.9035700120838109e-19,-0,1,1,false,false,false
1126,0.26855574278713934,5,1.9079849654888394e-19,-0,1.8921004242631645e-19,-0,1,1,false,false,false
