Lbyas,irrep,bracket_id,E_left,E_right,E_mid,zero_estimate,accepted_by_methods,user_label,inside_Ecm_cutoff
20,111_A2,11,0.319421096054802733,0.319425941297064864,0.31942351867593377,0.31942184564777087,digonto_v3_window;digonto_v4_window,true,true
20,111_A2,20,0.334329906495324791,0.334334751737586866,0.33433232911645583,0.33433216652672620,digonto_v3_window;digonto_v4_window,true,true
