row_index,Ecm,Nproj,det_grid_real,det_grid_imag,local_det_real,local_det_imag,gpu_det_real,gpu_det_imag,abs_cpu_assembled_diff,abs_gpu_assembled_diff,sign_grid,sign_local,sign_gpu
3349,2.79326716335816794e-01,15,1.76420773312943851e-33,0.00000000000000000e+00,1.76420773312943851e-33,0.00000000000000000e+00,1.76420773312943235e-33,-0.00000000000000000e+00,0.00000000000000000e+00,6.15804989205241877e-48,1,1,1
3350,2.79331561578078924e-01,15,5.30634580504645695e-33,0.00000000000000000e+00,5.30634580504645695e-33,0.00000000000000000e+00,5.30634580504642410e-33,-0.00000000000000000e+00,0.00000000000000000e+00,3.28429327576129001e-47,1,1,1
3351,2.79336406820340999e-01,15,-5.03250427676008320e-33,0.00000000000000000e+00,-5.03250427676008320e-33,0.00000000000000000e+00,-5.03250427676009825e-33,0.00000000000000000e+00,0.00000000000000000e+00,1.50530108472392459e-47,-1,-1,-1
3352,2.79341252062603129e-01,15,-1.68127963964026861e-33,0.00000000000000000e+00,-1.68127963964026861e-33,0.00000000000000000e+00,-1.68127963964027374e-33,0.00000000000000000e+00,0.00000000000000000e+00,5.13170824337701564e-48,-1,-1,-1
3353,2.79346097304865260e-01,15,-1.00009586731361329e-33,0.00000000000000000e+00,-1.00009586731361329e-33,0.00000000000000000e+00,-1.00009586731361688e-33,0.00000000000000000e+00,0.00000000000000000e+00,3.59219577036391095e-48,-1,-1,-1
3354,2.79350942547127334e-01,15,-7.07116666536462649e-34,0.00000000000000000e+00,-7.07116666536462649e-34,0.00000000000000000e+00,-7.07116666536457175e-34,0.00000000000000000e+00,0.00000000000000000e+00,5.47382212626881668e-48,-1,-1,-1
3355,2.79355787789389465e-01,15,-5.44133785758794051e-34,0.00000000000000000e+00,-5.44133785758794051e-34,0.00000000000000000e+00,-5.44133785758794222e-34,0.00000000000000000e+00,0.00000000000000000e+00,1.71056941445900521e-49,-1,-1,-1
3356,2.79360633031651595e-01,15,-4.40372836308662970e-34,0.00000000000000000e+00,-4.40372836308662970e-34,0.00000000000000000e+00,-4.40372836308658181e-34,0.00000000000000000e+00,0.00000000000000000e+00,4.78959436048521460e-48,-1,-1,-1
3357,2.79365478273913670e-01,15,-3.68543425687229853e-34,0.00000000000000000e+00,-3.68543425687229853e-34,0.00000000000000000e+00,-3.68543425687228869e-34,0.00000000000000000e+00,0.00000000000000000e+00,9.83577413313927998e-49,-1,-1,-1
3358,2.79370323516175800e-01,15,-3.15889918686626729e-34,0.00000000000000000e+00,-3.15889918686626729e-34,0.00000000000000000e+00,-3.15889918686626643e-34,0.00000000000000000e+00,0.00000000000000000e+00,8.55284707229502607e-50,-1,-1,-1
3359,2.79375168758437931e-01,15,-2.75652015016806226e-34,0.00000000000000000e+00,-2.75652015016806226e-34,0.00000000000000000e+00,-2.75652015016804087e-34,0.00000000000000000e+00,0.00000000000000000e+00,2.13821176807375652e-48,-1,-1,-1
3360,2.79380014000700005e-01,15,-2.43912755970608901e-34,0.00000000000000000e+00,-2.43912755970608901e-34,0.00000000000000000e+00,-2.43912755970608302e-34,0.00000000000000000e+00,0.00000000000000000e+00,5.98699295060651825e-49,-1,-1,-1
3361,2.79384859242962136e-01,15,-2.18245890178510957e-34,0.00000000000000000e+00,-2.18245890178510957e-34,0.00000000000000000e+00,-2.18245890178512625e-34,0.00000000000000000e+00,0.00000000000000000e+00,1.66780517909753008e-48,-1,-1,-1
3621,2.80644622231111529e-01,15,-6.38884854312577817e-36,0.00000000000000000e+00,-6.38884854312577817e-36,0.00000000000000000e+00,-6.38884854312581559e-36,0.00000000000000000e+00,0.00000000000000000e+00,3.74187059412907390e-50,-1,-1,-1
3622,2.80649467473373659e-01,15,-7.02742098509076998e-36,0.00000000000000000e+00,-7.02742098509076998e-36,0.00000000000000000e+00,-7.02742098509070851e-36,0.00000000000000000e+00,0.00000000000000000e+00,6.14735883321204999e-50,-1,-1,-1
3623,2.80654312715635790e-01,15,-7.84061015799121806e-36,0.00000000000000000e+00,-7.84061015799121806e-36,0.00000000000000000e+00,-7.84061015799116861e-36,0.00000000000000000e+00,0.00000000000000000e+00,4.94461471367056195e-50,-1,-1,-1
3624,2.80659157957897865e-01,15,-8.90999120403676811e-36,0.00000000000000000e+00,-8.90999120403676811e-36,0.00000000000000000e+00,-8.90999120403674673e-36,0.00000000000000000e+00,0.00000000000000000e+00,2.13821176807375652e-50,-1,-1,-1
3625,2.80664003200159995e-01,15,-1.03773718079540621e-35,0.00000000000000000e+00,-1.03773718079540621e-35,0.00000000000000000e+00,-1.03773718079540849e-35,0.00000000000000000e+00,0.00000000000000000e+00,2.27185000357836630e-50,-1,-1,-1
3626,2.80668848442422125e-01,15,-1.25129676267300234e-35,0.00000000000000000e+00,-1.25129676267300234e-35,0.00000000000000000e+00,-1.25129676267300208e-35,0.00000000000000000e+00,0.00000000000000000e+00,2.67276471009219565e-51,-1,-1,-1
3627,2.80673693684684256e-01,15,-1.59032724706861147e-35,0.00000000000000000e+00,-1.59032724706861147e-35,0.00000000000000000e+00,-1.59032724706860078e-35,0.00000000000000000e+00,0.00000000000000000e+00,1.06910588403687826e-49,-1,-1,-1
3628,2.80678538926946330e-01,15,-2.21052108276378380e-35,0.00000000000000000e+00,-2.21052108276378380e-35,0.00000000000000000e+00,-2.21052108276378835e-35,0.00000000000000000e+00,0.00000000000000000e+00,4.54370000715673260e-50,-1,-1,-1
3629,2.80683384169208461e-01,15,-3.70692589792297340e-35,0.00000000000000000e+00,-3.70692589792297340e-35,0.00000000000000000e+00,-3.70692589792296966e-35,0.00000000000000000e+00,0.00000000000000000e+00,3.74187059412907390e-50,-1,-1,-1
3630,2.80688229411470591e-01,15,-1.23761284555227609e-34,0.00000000000000000e+00,-1.23761284555227609e-34,0.00000000000000000e+00,-1.23761284555227930e-34,0.00000000000000000e+00,0.00000000000000000e+00,3.20731765211063478e-49,-1,-1,-1
3631,2.80693074653732666e-01,15,8.72102714777474051e-35,0.00000000000000000e+00,8.72102714777474051e-35,0.00000000000000000e+00,8.72102714777474265e-35,0.00000000000000000e+00,0.00000000000000000e+00,2.13821176807375652e-50,1,1,1
3632,2.80697919895994796e-01,15,3.15666727909900121e-35,-0.00000000000000000e+00,3.15666727909900121e-35,-0.00000000000000000e+00,3.15666727909897341e-35,0.00000000000000000e+00,0.00000000000000000e+00,2.77967529849588347e-49,1,1,1
3633,2.80702765138256927e-01,15,1.90210793157930463e-35,-0.00000000000000000e+00,1.90210793157930463e-35,-0.00000000000000000e+00,1.90210793157929341e-35,0.00000000000000000e+00,0.00000000000000000e+00,1.12256117823872217e-49,1,1,1
3634,2.80707610380519001e-01,15,1.34833247337129722e-35,-0.00000000000000000e+00,1.34833247337129722e-35,-0.00000000000000000e+00,1.34833247337129001e-35,0.00000000000000000e+00,0.00000000000000000e+00,7.21646471724892824e-50,1,1,1
3635,2.80712455622781132e-01,15,1.03656012487805725e-35,-0.00000000000000000e+00,1.03656012487805725e-35,-0.00000000000000000e+00,1.03656012487805417e-35,0.00000000000000000e+00,0.00000000000000000e+00,3.07367941660602499e-50,1,1,1
3636,2.80717300865043262e-01,15,8.36735956720383950e-36,-0.00000000000000000e+00,8.36735956720383950e-36,-0.00000000000000000e+00,8.36735956720383015e-36,0.00000000000000000e+00,0.00000000000000000e+00,9.35467648532268476e-51,1,1,1
3637,2.80722146107305393e-01,15,6.97835418227497231e-36,-0.00000000000000000e+00,6.97835418227497231e-36,-0.00000000000000000e+00,6.97835418227500037e-36,0.00000000000000000e+00,0.00000000000000000e+00,2.80640294559680543e-50,1,1,1
3638,2.80726991349567467e-01,15,5.95750909908752151e-36,-0.00000000000000000e+00,5.95750909908752151e-36,-0.00000000000000000e+00,5.95750909908744467e-36,0.00000000000000000e+00,0.00000000000000000e+00,7.68419854151506248e-50,1,1,1
3639,2.80731836591829598e-01,15,5.17610546813030124e-36,-0.00000000000000000e+00,5.17610546813030124e-36,-0.00000000000000000e+00,5.17610546813029322e-36,0.00000000000000000e+00,0.00000000000000000e+00,8.01829413027658694e-51,1,1,1
3640,2.80736681834091728e-01,15,4.55915557242706593e-36,-0.00000000000000000e+00,4.55915557242706593e-36,-0.00000000000000000e+00,4.55915557242706058e-36,0.00000000000000000e+00,0.00000000000000000e+00,5.34552942018439129e-51,1,1,1
3641,2.80741527076353803e-01,15,4.06001611583827532e-36,-0.00000000000000000e+00,4.06001611583827532e-36,-0.00000000000000000e+00,4.06001611583825928e-36,0.00000000000000000e+00,0.00000000000000000e+00,1.60365882605531739e-50,1,1,1
4437,2.84598339916995846e-01,15,6.87906275279905915e-45,-0.00000000000000000e+00,6.87906275279905915e-45,-0.00000000000000000e+00,6.87906275279893967e-45,-0.00000000000000000e+00,0.00000000000000000e+00,1.19481893334933921e-58,1,1,1
4438,2.84603185159257976e-01,15,6.46545701780308682e-45,-0.00000000000000000e+00,6.46545701780308682e-45,-0.00000000000000000e+00,6.46545701780328222e-45,-0.00000000000000000e+00,0.00000000000000000e+00,1.95402679724839850e-58,1,1,1
4439,2.84608030401520051e-01,15,6.07164150397407350e-45,-0.00000000000000000e+00,6.07164150397407350e-45,-0.00000000000000000e+00,6.07164150397409217e-45,-0.00000000000000000e+00,0.00000000000000000e+00,1.86690458335834251e-59,1,1,1
4440,2.84612875643782182e-01,15,5.69690310088122694e-45,-0.00000000000000000e+00,5.69690310088122694e-45,-0.00000000000000000e+00,5.69690310088116969e-45,-0.00000000000000000e+00,0.00000000000000000e+00,5.72517405563225037e-59,1,1,1
4441,2.84617720886044312e-01,15,5.34054697325476991e-45,-0.00000000000000000e+00,5.34054697325476991e-45,-0.00000000000000000e+00,5.34054697325468030e-45,-0.00000000000000000e+00,0.00000000000000000e+00,8.96114200012004406e-59,1,1,1
4442,2.84622566128306387e-01,15,5.00189621573625182e-45,-0.00000000000000000e+00,5.00189621573625182e-45,-0.00000000000000000e+00,5.00189621573619519e-45,-0.00000000000000000e+00,0.00000000000000000e+00,5.66294390285363895e-59,1,1,1
4443,2.84627411370568517e-01,15,4.68029151409055383e-45,-0.00000000000000000e+00,4.68029151409055383e-45,-0.00000000000000000e+00,4.68029151409056005e-45,-0.00000000000000000e+00,0.00000000000000000e+00,6.22301527786114171e-60,1,1,1
4444,2.84632256612830647e-01,15,4.37509081271513665e-45,-0.00000000000000000e+00,4.37509081271513665e-45,-0.00000000000000000e+00,4.37509081271519017e-45,-0.00000000000000000e+00,0.00000000000000000e+00,5.35179313896058187e-59,1,1,1
4445,2.84637101855092778e-01,15,4.08566898837682473e-45,-0.00000000000000000e+00,4.08566898837682473e-45,-0.00000000000000000e+00,4.08566898837672889e-45,-0.00000000000000000e+00,0.00000000000000000e+00,9.58344352790615823e-59,1,1,1
4446,2.84641947097354853e-01,15,3.81141753003260960e-45,-0.00000000000000000e+00,3.81141753003260960e-45,-0.00000000000000000e+00,3.81141753003255297e-45,-0.00000000000000000e+00,0.00000000000000000e+00,5.66294390285363895e-59,1,1,1
4447,2.84646792339616983e-01,16,3.47123612553812460e-42,0.00000000000000000e+00,3.47123612553812460e-42,0.00000000000000000e+00,3.47123612553823612e-42,0.00000000000000000e+00,0.00000000000000000e+00,1.11516433779271659e-55,1,1,1
4448,2.84651637581879113e-01,16,3.10376945309586130e-42,0.00000000000000000e+00,3.10376945309586130e-42,0.00000000000000000e+00,3.10376945309589762e-42,0.00000000000000000e+00,0.00000000000000000e+00,3.63224955738199119e-56,1,1,1
4449,2.84656482824141188e-01,16,2.77250571979915017e-42,0.00000000000000000e+00,2.77250571979915017e-42,0.00000000000000000e+00,2.77250571979912468e-42,0.00000000000000000e+00,0.00000000000000000e+00,2.54894705781192364e-56,1,1,1
4450,2.84661328066403319e-01,16,2.47408511215042349e-42,0.00000000000000000e+00,2.47408511215042349e-42,0.00000000000000000e+00,2.47408511215042955e-42,0.00000000000000000e+00,0.00000000000000000e+00,6.05374926230331865e-57,1,1,1
4451,2.84666173308665449e-01,16,2.20544653843285181e-42,0.00000000000000000e+00,2.20544653843285181e-42,0.00000000000000000e+00,2.20544653843272372e-42,0.00000000000000000e+00,0.00000000000000000e+00,1.28084589655049163e-55,1,1,1
4452,2.84671018550927524e-01,16,1.96380171568357792e-42,0.00000000000000000e+00,1.96380171568357792e-42,0.00000000000000000e+00,1.96380171568356931e-42,0.00000000000000000e+00,0.00000000000000000e+00,8.60269632011524230e-57,1,1,1
4453,2.84675863793189654e-01,16,1.74661148395229840e-42,0.00000000000000000e+00,1.74661148395229840e-42,0.00000000000000000e+00,1.74661148395229489e-42,0.00000000000000000e+00,0.00000000000000000e+00,3.50480220449139501e-57,1,1,1
4454,2.84680709035451784e-01,16,1.55156415609743977e-42,0.00000000000000000e+00,1.55156415609743977e-42,0.00000000000000000e+00,1.55156415609741332e-42,0.00000000000000000e+00,0.00000000000000000e+00,2.64453257247987078e-56,1,1,1
4455,2.84685554277713859e-01,16,1.37655572793890051e-42,0.00000000000000000e+00,1.37655572793890051e-42,0.00000000000000000e+00,1.37655572793890832e-42,0.00000000000000000e+00,0.00000000000000000e+00,7.80615036454901616e-57,1,1,1
4456,2.84690399519975990e-01,16,1.21967178884192712e-42,0.00000000000000000e+00,1.21967178884192712e-42,0.00000000000000000e+00,1.21967178884195421e-42,0.00000000000000000e+00,0.00000000000000000e+00,2.70825624892516887e-56,1,1,1
4457,2.84695244762238120e-01,16,1.07917098671999353e-42,0.00000000000000000e+00,1.07917098671999353e-42,0.00000000000000000e+00,1.07917098671995434e-42,0.00000000000000000e+00,0.00000000000000000e+00,3.91900610138583260e-56,1,1,1
4666,2.85707900395019754e-01,16,2.32290194084876792e-42,0.00000000000000000e+00,2.32290194084876792e-42,0.00000000000000000e+00,2.32290194084876888e-42,0.00000000000000000e+00,0.00000000000000000e+00,9.55855146679471366e-58,1,1,1
4667,2.85712745637281884e-01,16,2.58675187740972766e-42,0.00000000000000000e+00,2.58675187740972766e-42,0.00000000000000000e+00,2.58675187740974773e-42,0.00000000000000000e+00,0.00000000000000000e+00,2.00729580802688987e-56,1,1,1
4668,2.85717590879543959e-01,16,2.91786332471670963e-42,0.00000000000000000e+00,2.91786332471670963e-42,0.00000000000000000e+00,2.91786332471674977e-42,0.00000000000000000e+00,0.00000000000000000e+00,4.01459161605377974e-56,1,1,1
4669,2.85722436121806089e-01,16,3.34586026361321674e-42,0.00000000000000000e+00,3.34586026361321674e-42,0.00000000000000000e+00,3.34586026361322121e-42,0.00000000000000000e+00,0.00000000000000000e+00,4.46065735117086638e-57,1,1,1
4670,2.85727281364068220e-01,16,3.92075199584606838e-42,0.00000000000000000e+00,3.92075199584606838e-42,0.00000000000000000e+00,3.92075199584611426e-42,0.00000000000000000e+00,0.00000000000000000e+00,4.58810470406146256e-56,1,1,1
4671,2.85732126606330294e-01,16,4.73411138016625537e-42,0.00000000000000000e+00,4.73411138016625537e-42,0.00000000000000000e+00,4.73411138016623180e-42,0.00000000000000000e+00,0.00000000000000000e+00,2.35777602847602937e-56,1,1,1
4672,2.85736971848592425e-01,16,5.97358014073300271e-42,0.00000000000000000e+00,5.97358014073300271e-42,0.00000000000000000e+00,5.97358014073295938e-42,0.00000000000000000e+00,0.00000000000000000e+00,4.33320999828027019e-56,1,1,1
4673,2.85741817090854555e-01,16,8.09363981726298039e-42,0.00000000000000000e+00,8.09363981726298039e-42,0.00000000000000000e+00,8.09363981726296765e-42,0.00000000000000000e+00,0.00000000000000000e+00,1.27447352890596182e-56,1,1,1
4674,2.85746662333116630e-01,16,1.25516002873898034e-41,0.00000000000000000e+00,1.25516002873898034e-41,0.00000000000000000e+00,1.25516002873898009e-41,0.00000000000000000e+00,0.00000000000000000e+00,2.54894705781192364e-57,1,1,1
4675,2.85751507575378760e-01,16,2.79765828724701263e-41,0.00000000000000000e+00,2.79765828724701263e-41,0.00000000000000000e+00,2.79765828724700243e-41,0.00000000000000000e+00,0.00000000000000000e+00,1.01957882312476946e-55,1,1,1
4676,2.85756352817640891e-01,16,-1.21383980346590455e-40,0.00000000000000000e+00,-1.21383980346590455e-40,0.00000000000000000e+00,-1.21383980346589639e-40,0.00000000000000000e+00,0.00000000000000000e+00,8.15663058499815566e-55,-1,-1,-1
4677,2.85761198059902966e-01,16,-1.91250391937777537e-41,0.00000000000000000e+00,-1.91250391937777537e-41,0.00000000000000000e+00,-1.91250391937778353e-41,0.00000000000000000e+00,0.00000000000000000e+00,8.15663058499815566e-56,-1,-1,-1
4678,2.85766043302165096e-01,16,-1.03719197068055323e-41,0.00000000000000000e+00,-1.03719197068055323e-41,0.00000000000000000e+00,-1.03719197068055208e-41,0.00000000000000000e+00,0.00000000000000000e+00,1.14702617601536564e-56,-1,-1,-1
4679,2.85770888544427226e-01,16,-7.11090503473270946e-42,0.00000000000000000e+00,-7.11090503473270946e-42,0.00000000000000000e+00,-7.11090503473269162e-42,0.00000000000000000e+00,0.00000000000000000e+00,1.78426294046834655e-56,-1,-1,-1
4680,2.85775733786689357e-01,16,-5.40708061936653412e-42,0.00000000000000000e+00,-5.40708061936653412e-42,0.00000000000000000e+00,-5.40708061936650991e-42,0.00000000000000000e+00,0.00000000000000000e+00,2.42149970492132746e-56,-1,-1,-1
4681,2.85780579028951431e-01,16,-4.35985757208226974e-42,0.00000000000000000e+00,-4.35985757208226974e-42,0.00000000000000000e+00,-4.35985757208228949e-42,0.00000000000000000e+00,0.00000000000000000e+00,1.97543396980424082e-56,-1,-1,-1
4682,2.85785424271213562e-01,16,-3.65087394427254432e-42,0.00000000000000000e+00,-3.65087394427254432e-42,0.00000000000000000e+00,-3.65087394427254177e-42,0.00000000000000000e+00,0.00000000000000000e+00,2.54894705781192364e-57,-1,-1,-1
4683,2.85790269513475692e-01,16,-3.13895045476371401e-42,0.00000000000000000e+00,-3.13895045476371401e-42,0.00000000000000000e+00,-3.13895045476371337e-42,0.00000000000000000e+00,0.00000000000000000e+00,6.37236764452980911e-58,-1,-1,-1
4684,2.85795114755737767e-01,16,-2.75188338513508092e-42,0.00000000000000000e+00,-2.75188338513508092e-42,0.00000000000000000e+00,-2.75188338513506435e-42,0.00000000000000000e+00,0.00000000000000000e+00,1.65681558757775037e-56,-1,-1,-1
4685,2.85799959997999897e-01,16,-2.44890563708620333e-42,0.00000000000000000e+00,-2.44890563708620333e-42,0.00000000000000000e+00,-2.44890563708621672e-42,0.00000000000000000e+00,0.00000000000000000e+00,1.33819720535125991e-56,-1,-1,-1
4686,2.85804805240262028e-01,16,-2.20525726347477327e-42,0.00000000000000000e+00,-2.20525726347477327e-42,0.00000000000000000e+00,-2.20525726347477232e-42,0.00000000000000000e+00,0.00000000000000000e+00,9.55855146679471366e-58,-1,-1,-1
5863,2.91507655382769126e-01,17,5.48225442523832983e-47,0.00000000000000000e+00,5.48225442523832983e-47,0.00000000000000000e+00,5.48225442523948887e-47,-0.00000000000000000e+00,0.00000000000000000e+00,1.15903659550163764e-59,1,1,1
5864,2.91512500625031257e-01,17,4.76117798655627647e-47,0.00000000000000000e+00,4.76117798655627647e-47,0.00000000000000000e+00,4.76117798655614423e-47,-0.00000000000000000e+00,0.00000000000000000e+00,1.32239074654549261e-60,1,1,1
5865,2.91517345867293387e-01,17,4.08486040999342559e-47,0.00000000000000000e+00,4.08486040999342559e-47,0.00000000000000000e+00,4.08486040999320682e-47,-0.00000000000000000e+00,0.00000000000000000e+00,2.18777880862305763e-60,1,1,1
5866,2.91522191109555462e-01,17,3.45064037027215784e-47,0.00000000000000000e+00,3.45064037027215784e-47,0.00000000000000000e+00,3.45064037027255116e-47,-0.00000000000000000e+00,0.00000000000000000e+00,3.93314012483567472e-60,1,1,1
5867,2.91527036351817592e-01,17,2.85602795939855241e-47,0.00000000000000000e+00,2.85602795939855241e-47,0.00000000000000000e+00,2.85602795939926659e-47,-0.00000000000000000e+00,0.00000000000000000e+00,7.14188237748282591e-60,1,1,1
5868,2.91531881594079723e-01,17,2.29869223041771289e-47,0.00000000000000000e+00,2.29869223041771289e-47,0.00000000000000000e+00,2.29869223041778678e-47,-0.00000000000000000e+00,0.00000000000000000e+00,7.38983064246010578e-61,1,1,1
5869,2.91536726836341797e-01,17,1.77644977237535903e-47,0.00000000000000000e+00,1.77644977237535903e-47,0.00000000000000000e+00,1.77644977237546964e-47,-0.00000000000000000e+00,0.00000000000000000e+00,1.10604373102610136e-60,1,1,1
5870,2.91541572078603928e-01,17,1.28725421974224880e-47,0.00000000000000000e+00,1.28725421974224880e-47,0.00000000000000000e+00,1.28725421974197897e-47,-0.00000000000000000e+00,0.00000000000000000e+00,2.69826053063510441e-60,1,1,1
5871,2.91546417320866058e-01,17,8.29186609687967246e-48,0.00000000000000000e+00,8.29186609687967246e-48,0.00000000000000000e+00,8.29186609687538320e-48,-0.00000000000000000e+00,0.00000000000000000e+00,4.28926189757265021e-60,1,1,1
5872,2.91551262563128133e-01,17,4.00446509599430396e-48,0.00000000000000000e+00,4.00446509599430396e-48,0.00000000000000000e+00,4.00446509599044132e-48,-0.00000000000000000e+00,0.00000000000000000e+00,3.86264502989115397e-60,1,1,1
5873,2.91556107805390263e-01,17,-6.56154881187428551e-51,0.00000000000000000e+00,-6.56154881187428551e-51,0.00000000000000000e+00,-6.56154881415415708e-51,0.00000000000000000e+00,0.00000000000000000e+00,2.27987157240530904e-60,-1,-1,-1
5874,2.91560953047652394e-01,17,-3.75708633714382790e-48,0.00000000000000000e+00,-3.75708633714382790e-48,0.00000000000000000e+00,-3.75708633714557933e-48,0.00000000000000000e+00,0.00000000000000000e+00,1.75143847956990336e-60,-1,-1,-1
5875,2.91565798289914468e-01,17,-7.26202304722646254e-48,0.00000000000000000e+00,-7.26202304722646254e-48,0.00000000000000000e+00,-7.26202304722342760e-48,0.00000000000000000e+00,0.00000000000000000e+00,3.03493538062876384e-60,-1,-1,-1
5876,2.91570643532176599e-01,17,-1.05353909487372600e-47,0.00000000000000000e+00,-1.05353909487372600e-47,0.00000000000000000e+00,-1.05353909487340258e-47,0.00000000000000000e+00,0.00000000000000000e+00,3.23426633874775353e-60,-1,-1,-1
5877,2.91575488774438729e-01,17,-1.35903741639606834e-47,0.00000000000000000e+00,-1.35903741639606834e-47,0.00000000000000000e+00,-1.35903741639623850e-47,0.00000000000000000e+00,0.00000000000000000e+00,1.70160574004015594e-60,-1,-1,-1
5878,2.91580334016700804e-01,17,-1.64393765912467351e-47,0.00000000000000000e+00,-1.64393765912467351e-47,0.00000000000000000e+00,-1.64393765912469053e-47,0.00000000000000000e+00,0.00000000000000000e+00,1.70160574004015594e-61,-1,-1,-1
5879,2.91585179258962934e-01,17,-1.90940727645952891e-47,0.00000000000000000e+00,-1.90940727645952891e-47,0.00000000000000000e+00,-1.90940727645900530e-47,0.00000000000000000e+00,0.00000000000000000e+00,5.23608394863785126e-60,-1,-1,-1
5880,2.91590024501225065e-01,17,-2.15654549881867277e-47,0.00000000000000000e+00,-2.15654549881867277e-47,0.00000000000000000e+00,-2.15654549881876392e-47,0.00000000000000000e+00,0.00000000000000000e+00,9.11574503592940680e-61,-1,-1,-1
5881,2.91594869743487195e-01,17,-2.38638770530975142e-47,0.00000000000000000e+00,-2.38638770530975142e-47,0.00000000000000000e+00,-2.38638770530922829e-47,0.00000000000000000e+00,0.00000000000000000e+00,5.23122221795202225e-60,-1,-1,-1
5882,2.91599714985749270e-01,17,-2.59990948153398457e-47,0.00000000000000000e+00,-2.59990948153398457e-47,0.00000000000000000e+00,-2.59990948153391116e-47,0.00000000000000000e+00,0.00000000000000000e+00,7.34121333560181561e-61,-1,-1,-1
5883,2.91604560228011400e-01,17,-2.79803038882863290e-47,0.00000000000000000e+00,-2.79803038882863290e-47,0.00000000000000000e+00,-2.79803038882851379e-47,0.00000000000000000e+00,0.00000000000000000e+00,1.19112401802810915e-60,-1,-1,-1
7697,3.00393829691484593e-01,18,-4.53268951172193149e-55,0.00000000000000000e+00,-4.53268951172193149e-55,0.00000000000000000e+00,-4.53268951172186991e-55,0.00000000000000000e+00,0.00000000000000000e+00,6.15786177360216441e-69,-1,-1,-1
7698,3.00398674933746668e-01,18,-4.06514173733406808e-55,0.00000000000000000e+00,-4.06514173733406808e-55,0.00000000000000000e+00,-4.06514173733400723e-55,0.00000000000000000e+00,0.00000000000000000e+00,6.08541634097155071e-69,-1,-1,-1
7699,3.00403520176008798e-01,18,-3.59915404347069424e-55,0.00000000000000000e+00,-3.59915404347069424e-55,0.00000000000000000e+00,-3.59915404347074858e-55,0.00000000000000000e+00,0.00000000000000000e+00,5.43340744729602742e-69,-1,-1,-1
7700,3.00408365418270928e-01,18,-3.13471892609063653e-55,0.00000000000000000e+00,-3.13471892609063653e-55,0.00000000000000000e+00,-3.13471892609069666e-55,0.00000000000000000e+00,0.00000000000000000e+00,6.01297090834093701e-69,-1,-1,-1
7701,3.00413210660533003e-01,18,-2.67182891740884095e-55,0.00000000000000000e+00,-2.67182891740884095e-55,0.00000000000000000e+00,-2.67182891740888550e-55,0.00000000000000000e+00,0.00000000000000000e+00,4.45539410678274248e-69,-1,-1,-1
7702,3.00418055902795134e-01,18,-2.21047658568374816e-55,0.00000000000000000e+00,-2.21047658568374816e-55,0.00000000000000000e+00,-2.21047658568382278e-55,0.00000000000000000e+00,0.00000000000000000e+00,7.46187956095321099e-69,-1,-1,-1
7703,3.00422901145057264e-01,18,-1.75065453504947651e-55,0.00000000000000000e+00,-1.75065453504947651e-55,0.00000000000000000e+00,-1.75065453504950947e-55,0.00000000000000000e+00,0.00000000000000000e+00,3.29626718469292330e-69,-1,-1,-1
7704,3.00427746387319339e-01,18,-1.29235540530285621e-55,0.00000000000000000e+00,-1.29235540530285621e-55,0.00000000000000000e+00,-1.29235540530282307e-55,0.00000000000000000e+00,0.00000000000000000e+00,3.31437854285057673e-69,-1,-1,-1
7705,3.00432591629581469e-01,18,-8.35571871715518185e-56,0.00000000000000000e+00,-8.35571871715518185e-56,0.00000000000000000e+00,-8.35571871715520540e-56,0.00000000000000000e+00,0.00000000000000000e+00,2.35447656049494522e-70,-1,-1,-1
7706,3.00437436871843599e-01,18,-3.80296644818826046e-56,0.00000000000000000e+00,-3.80296644818826046e-56,0.00000000000000000e+00,-3.80296644818786065e-56,-0.00000000000000000e+00,0.00000000000000000e+00,3.99808231330199351e-69,-1,-1,-1
7707,3.00442282114105730e-01,18,7.34775297537885159e-57,0.00000000000000000e+00,7.34775297537885159e-57,0.00000000000000000e+00,7.34775297537696009e-57,0.00000000000000000e+00,0.00000000000000000e+00,1.89150496758992955e-69,1,1,1
7708,3.00447127356367805e-01,18,5.25757871487446359e-56,-0.00000000000000000e+00,5.25757871487446359e-56,-0.00000000000000000e+00,5.25757871487493539e-56,0.00000000000000000e+00,0.00000000000000000e+00,4.71800880006871714e-69,1,1,1
7709,3.00451972598629935e-01,18,9.76551565178025371e-56,-0.00000000000000000e+00,9.76551565178025371e-56,-0.00000000000000000e+00,9.76551565178046199e-56,0.00000000000000000e+00,0.00000000000000000e+00,2.08280618813014384e-69,1,1,1
7710,3.00456817840892065e-01,18,1.42586576110741924e-55,-0.00000000000000000e+00,1.42586576110741924e-55,-0.00000000000000000e+00,1.42586576110746289e-55,0.00000000000000000e+00,0.00000000000000000e+00,4.36483731599447536e-69,1,1,1
7711,3.00461663083154140e-01,18,1.87370757522973877e-55,-0.00000000000000000e+00,1.87370757522973877e-55,-0.00000000000000000e+00,1.87370757522976702e-55,0.00000000000000000e+00,0.00000000000000000e+00,2.82537187259393426e-69,1,1,1
7712,3.00466508325416271e-01,18,2.32008408939332027e-55,-0.00000000000000000e+00,2.32008408939332027e-55,-0.00000000000000000e+00,2.32008408939328767e-55,0.00000000000000000e+00,0.00000000000000000e+00,3.26004446837761645e-69,1,1,1
