bracket_id,E_left,E_right,E_zero_linear,accepted_methods,user_label
7,2.91551262563128133e-01,2.91556107805390263e-01,0.29155609987916675,digonto_v3_window;digonto_v4_window,true
8,3.00437436871843599e-01,3.00442282114105730e-01,0.30044149754668775,digonto_v3_window;digonto_v4_window,true
